,...1,...2,validName,q5,q5_low,q5_high,q50,q50_low,q50_high,q95,q95_low,q95_high,year,id_cells,ndstcol,dstdoy,nObs,q5_CI,q50_CI,q95_CI,gcode,annualTemp,tempSeas,annualPrec,precSeas,overwinteringStage,voltinism,diurnality,WikiName,OrigSyn,decade,onset,offset,origin,onsetdate,Year,offsetdate,UnusualWarmDaysOnset,UnusualColdDaysOnset,UnusualWarmOnOff,UnusualColdOnOff,UnusualWarmSum,UnusualColdSum,duration,Seas,GDDOnsetSum,GDDOffsetSum,GDDOnOffSum,annualTemp_unscaled,tempSeas_unscaled,annualPrec_unscaled,precSeas_unscaled,UnusualWarmDaysOnset_unscaled,UnusualColdDaysOnset_unscaled,UnusualWarmOnOff_unscaled,UnusualColdOnOff_unscaled,UnusualWarmSum_unscaled,UnusualColdSum_unscaled
50,61,62,Boloria bellona,139,138,140,210,140,212,252,219.5,272,-1.842223695,166,-0.174412673,-0.202581067,11,2,72,52.5,Boloria bellona.1952.166,0.309419279,-0.438643885,0.81595721,-0.504139599,L,M,D,Boloria bellona,Clossiana bellona,1950,139,252,12/31/1951,5/18/1952,1952,9/8/1952,-0.091872197,-0.615307914,0.02640554,0.053680226,-0.049411921,-0.390994519,113,Summer,280.2571144,1779.191378,2059.448492,149.1486738,8926.750035,1151.675203,0.416458391,1,0,1,1,2,1
51,62,63,Boloria bellona,172.6,148,189,206,196,207,219.2,207,221,-1.967099489,162,-0.406710132,-0.319891716,13,41,11,14,Boloria bellona.1950.162,-0.73314258,0.722346829,-0.308493773,-0.511118893,L,M,D,Boloria bellona,Clossiana bellona,1950,172,219,12/31/1949,6/21/1950,1950,8/7/1950,-0.654742524,0.020049359,-0.580261735,0.053680226,-0.875040199,0.047740478,47,Summer,583.4884684,724.3850543,1307.873523,123.5271675,10237.81911,925.7672142,0.415808733,0,1,0,1,0,2
52,63,64,Boloria frigga,147.4,141,149,150,149,150,152.8,150,164,-0.09396258,199,-0.639007591,-0.789134314,18,8,1,14,Clossiana frigga.1980.199,-3.231626166,-0.524994938,-0.927562699,1.48268946,L,U,D,Boloria frigga,Clossiana frigga,1980,147,152,12/31/1979,5/26/1980,1980,5/31/1980,0.47099813,-0.615307914,-0.580261735,-0.641138474,-0.049411921,-0.829729516,5,Summer,223.7108905,61.4285718,285.1394623,62.12561862,8829.236598,801.3930814,0.601399661,2,0,0,0,2,0
53,64,65,Boloria frigga,147.4,141,149,150,149,150,152.8,150,164,-0.09396258,199,-0.639007591,-0.789134314,18,8,1,14,Clossiana frigga.1980.199,-3.231626166,-0.524994938,-0.927562699,1.48268946,L,U,D,Boloria frigga,Clossiana frigga,1980,147,152,12/31/1979,5/26/1980,1980,5/31/1980,0.47099813,-0.615307914,-0.580261735,-0.641138474,-0.049411921,-0.829729516,5,Summer,223.7108905,61.4285718,285.1394623,62.12561862,8829.236598,801.3930814,0.601399661,2,0,0,0,2,0
54,65,66,Callophrys augustinus,104,NA,NA,107,104,107,148,112,168,-0.218838374,127,-0.174412673,-0.671823664,9,249,3,56,Incisalia augustinus.1978.127,0.654852464,0.184439477,0.665610857,0.583047912,P,U,D,Callophrys augustinus,"Incisalia augustinus (Westwood, 1852)",1970,104,148,12/31/1977,4/14/1978,1978,5/28/1978,-0.654742524,1.290763905,-0.580261735,0.748498926,-0.875040199,1.36394547,44,Spring,205.2033738,361.102123,566.3054968,157.6378761,9630.377822,1121.469847,0.517657756,0,3,0,2,0,5
55,66,67,Callophrys augustinus,113,NA,NA,127,113,135,143.4,131.8,149,-0.968093138,185,-0.406710132,-0.671823664,9,249,22,17.2,Deciduphagus augustinus.1966.185,-0.873266493,0.351665593,-0.561404708,-1.67364446,P,U,D,Callophrys augustinus,"Incisalia augustinus (Westwood, 1852)",1960,113,143,12/31/1965,4/23/1966,1966,5/23/1966,-0.654742524,0.020049359,-0.580261735,1.443317626,-0.875040199,0.925210473,30,Spring,22.60723651,110.3222949,132.9295314,120.0835486,9819.220839,874.956106,0.307596628,0,1,0,3,0,4
56,67,68,Callophrys augustinus,117,NA,NA,117,NA,NA,134.15,118,138,-0.468589962,185,-0.406710132,-0.789134314,12,249,336,20,Deciduphagus augustinus.1974.185,-0.961125617,0.031323238,0.236726094,-1.302113296,P,U,D,Callophrys augustinus,"Incisalia augustinus (Westwood, 1852)",1970,117,134,12/31/1973,4/27/1974,1974,5/14/1974,1.596738783,1.290763905,0.633072815,-0.641138474,1.601844636,0.486475476,17,Spring,72.12659835,81.05252948,153.1791278,117.9243644,9457.468631,1035.304691,0.342180099,4,3,2,0,6,3
57,68,69,Callophrys augustinus,122,120,130,130,120,130,134.4,130,135,1.092357461,166,-0.406710132,-0.789134314,5,10,10,5,Deciduphagus augustinus.1999.166,0.535212214,-0.530074919,0.701739145,1.211555032,P,U,D,Callophrys augustinus,"Incisalia augustinus (Westwood, 1852)",1990,122,134,12/31/1998,5/2/1999,1999,5/14/1999,-0.654742524,-0.615307914,-0.580261735,-0.641138474,-0.875040199,-0.829729516,12,Spring,169.7062662,121.1462595,290.8525257,154.697654,8823.499941,1128.728206,0.576161483,0,0,0,0,0,0
58,69,70,Callophrys augustinus,118.5,118,120.25,135.5,118,154,154,127,154,0.09335111,166,-0.639007591,-0.671823664,6,2.25,36,27,Deciduphagus augustinus.1983.166,0.279153148,-0.019965669,2.176239442,0.342499226,P,U,D,Callophrys augustinus,"Incisalia augustinus (Westwood, 1852)",1980,118,154,12/31/1982,4/28/1983,1983,6/3/1983,-0.654742524,-0.615307914,1.239740089,0.053680226,0.363402218,-0.390994519,36,Spring,99.60159801,329.2731504,428.8747484,148.4048677,9399.549735,1424.962903,0.49526661,0,0,3,1,3,1
59,70,71,Callophrys augustinus,117,NA,NA,130,117,132,134,130,134,0.967481667,166,0.057884786,-0.554513015,9,249,15,4,Deciduphagus augustinus.1997.166,-0.00767529,-0.762614608,-0.008803027,-0.710956298,P,U,D,Callophrys augustinus,"Incisalia augustinus (Westwood, 1852)",1990,117,134,12/31/1996,4/27/1997,1997,5/14/1997,-0.091872197,-0.615307914,-0.580261735,-0.641138474,-0.46222606,-0.829729516,17,Spring,109.39924,120.8932246,230.2924646,141.3559079,8560.900429,985.9766272,0.397207141,1,0,0,0,1,0
60,71,72,Callophrys augustinus,118.9,115,128,136,115,136,152.1,136,156,0.842605874,166,-0.639007591,-0.671823664,7,13,21,20,Deciduphagus augustinus.1995.166,0.244219979,-0.008285572,-0.22645388,0.308008459,P,U,D,Callophrys augustinus,"Incisalia augustinus (Westwood, 1852)",1990,118,152,12/31/1994,4/28/1995,1995,6/1/1995,-0.654742524,0.020049359,-0.580261735,-0.641138474,-0.875040199,-0.390994519,34,Spring,132.5409647,306.5111237,439.0520884,147.5463667,9412.739689,942.2494508,0.492056084,0,1,0,0,0,1
61,72,73,Callophrys niphon,128.75,127,134,138,130.5,160,170,136.75,180,0.842605874,166,-0.174412673,-0.671823664,6,7,29.5,43.25,Callophrys niphon.1995.166,0.244219979,-0.008285572,-0.22645388,0.308008459,P,U,D,Callophrys niphon,"Licus niphon H<fc>bner, 1823",1990,128,170,12/31/1994,5/8/1995,1995,6/19/1995,-0.654742524,0.020049359,-0.580261735,-0.641138474,-0.875040199,-0.390994519,42,Spring,193.2215448,500.8038451,694.0253899,147.5463667,9412.739689,942.2494508,0.492056084,0,1,0,0,0,1
62,73,74,Callophrys niphon,56,40,120,134,40,134,142,120,144,-0.968093138,185,-0.639007591,-0.789134314,5,80,94,24,Callophrys niphon.1966.185,-0.873266493,0.351665593,-0.561404708,-1.67364446,P,U,D,Callophrys niphon,"Licus niphon H<fc>bner, 1823",1960,56,142,12/31/1965,2/25/1966,1966,5/22/1966,1.033868457,0.020049359,-0.580261735,2.138136325,0.363402218,1.36394547,86,Spring,4.642896865,117.781202,122.4240988,120.0835486,9819.220839,874.956106,0.307596628,3,1,0,4,3,5
63,74,75,Callophrys niphon,119.6,119,122,123,119,131,131,122,131,-1.654910004,166,-0.639007591,-0.789134314,5,3,12,9,Callophrys niphon.1955.166,0.1549919,0.518647333,0.374406818,3.499111712,P,U,D,Callophrys niphon,"Licus niphon H<fc>bner, 1823",1950,119,131,12/31/1954,4/29/1955,1955,5/11/1955,0.47099813,-0.615307914,0.02640554,-0.641138474,0.363402218,-0.829729516,12,Spring,158.5235038,111.6683148,270.1918186,145.3535397,10007.78789,1062.965457,0.789095573,2,0,1,0,3,0
64,75,76,Callophrys niphon,130.4,130,131,135,130,135,147.6,142.2,148,1.092357461,166,0.290182245,-0.671823664,9,1,5,5.8,Callophrys niphon.1999.166,0.535212214,-0.530074919,0.701739145,1.211555032,P,U,D,Callophrys niphon,"Licus niphon H<fc>bner, 1823",1990,130,147,12/31/1998,5/10/1999,1999,5/27/1999,-0.654742524,-0.615307914,-0.580261735,-0.641138474,-0.875040199,-0.829729516,17,Spring,248.0082341,177.4384853,425.4467195,154.697654,8823.499941,1128.728206,0.576161483,0,0,0,0,0,0
65,76,77,Callophrys niphon,117.8,115,123,145,122,172,173.6,161.8,174,0.967481667,166,0.522479704,-0.202581067,9,8,50,12.2,Callophrys niphon.1997.166,-0.00767529,-0.762614608,-0.008803027,-0.710956298,P,U,D,Callophrys niphon,"Licus niphon H<fc>bner, 1823",1990,117,173,12/31/1996,4/27/1997,1997,6/22/1997,-0.091872197,-0.615307914,-0.580261735,-0.641138474,-0.46222606,-0.829729516,56,Spring,109.39924,556.7232816,666.1225217,141.3559079,8560.900429,985.9766272,0.397207141,1,0,0,0,1,0
66,77,78,Callophrys niphon,115,NA,NA,116,115,116,134.1,116.7,151,-0.71834155,148,0.290182245,-0.554513015,16,249,1,34.3,Callophrys niphon.1970.148,0.640478766,-0.202453694,-0.247890202,-0.858530037,P,U,D,Callophrys niphon,"Licus niphon H<fc>bner, 1823",1970,115,134,12/31/1969,4/25/1970,1970,5/14/1970,-0.654742524,0.020049359,-0.580261735,-0.641138474,-0.875040199,-0.390994519,19,Spring,130.0558478,240.6250757,370.6809235,157.2846349,9193.47194,937.9427834,0.383470441,0,1,0,0,0,1
67,78,79,Callophrys niphon,115,NA,NA,116,115,116,134.1,116.7,151,-0.71834155,148,0.290182245,-0.554513015,16,249,1,34.3,Callophrys niphon.1970.148,0.640478766,-0.202453694,-0.247890202,-0.858530037,P,U,D,Callophrys niphon,"Licus niphon H<fc>bner, 1823",1970,115,134,12/31/1969,4/25/1970,1970,5/14/1970,-0.654742524,0.020049359,-0.580261735,-0.641138474,-0.875040199,-0.390994519,19,Spring,130.0558478,240.6250757,370.6809235,157.2846349,9193.47194,937.9427834,0.383470441,0,1,0,0,0,1
68,79,80,Callophrys niphon,141.4,141,143,144,141,146,146,143,146,-0.968093138,205,-0.639007591,-0.789134314,5,2,5,3,Callophrys niphon.1966.205,-1.624431995,-0.716207915,-0.02366199,-0.748494014,P,U,D,Callophrys niphon,"Licus niphon H<fc>bner, 1823",1960,141,146,12/31/1965,5/21/1966,1966,5/26/1966,-0.654742524,3.196835724,-0.580261735,-0.641138474,-0.875040199,1.802680468,5,Spring,73.6478356,63.5155968,137.1634324,101.6232611,8613.305998,982.991385,0.393712994,0,6,0,0,0,6
69,80,81,Callophrys niphon,124.2,120,132,136,120,136,141.2,136,144,-0.531027859,185,-0.639007591,-0.789134314,8,12,16,8,Callophrys niphon.1973.185,-0.578936494,0.117294872,0.926830339,0.028440475,P,U,D,Callophrys niphon,"Licus niphon H<fc>bner, 1823",1970,124,141,12/31/1972,5/4/1973,1973,5/21/1973,1.033868457,-0.615307914,-0.580261735,-0.641138474,0.363402218,-0.829729516,17,Spring,145.9786071,101.7732616,247.7518687,127.3168632,9554.553602,1173.950185,0.46603288,3,0,0,0,3,0
70,81,82,Callophrys niphon,112,NA,NA,134,112,134,144.5,136,150,1.029919564,166,0.057884786,-0.437202366,11,249,22,14,Callophrys niphon.1998.166,0.620926387,-1.416238842,0.663167953,-0.307915439,P,U,D,Callophrys niphon,"Licus niphon H<fc>bner, 1823",1990,112,144,12/31/1997,4/22/1998,1998,5/24/1998,2.722479437,-0.615307914,-0.580261735,-0.641138474,1.601844636,-0.829729516,32,Spring,173.9968781,307.2521448,481.2490229,156.8041249,7822.783828,1120.979055,0.434723649,6,0,0,0,6,0
71,82,83,Callophrys niphon,131,NA,NA,134,131,135,137.4,133.4,138,-0.468589962,185,-0.639007591,-0.789134314,5,249,4,4.6,Callophrys niphon.1974.185,-0.961125617,0.031323238,0.236726094,-1.302113296,P,U,D,Callophrys niphon,"Licus niphon H<fc>bner, 1823",1970,131,137,12/31/1973,5/11/1974,1974,5/17/1974,1.033868457,1.290763905,0.02640554,-0.641138474,0.776216358,0.486475476,6,Spring,127.1097591,54.0361204,181.1458795,117.9243644,9457.468631,1035.304691,0.342180099,3,3,1,0,4,3
72,84,85,Campaea perlata,153,NA,NA,153,NA,NA,218,168.1,218,0.343102698,163,-0.174412673,-0.202581067,39,249,336,49.9,Campaea perlata.1987.163,-0.089433055,0.171930403,-0.771703652,0.047926747,L,M,B,NA,NA,1980,153,218,12/31/1986,6/2/1987,1987,8/6/1987,-0.091872197,-0.615307914,0.633072815,0.053680226,0.363402218,-0.390994519,65,Summer,543.9530588,1166.731968,1710.685027,139.3466678,9616.251731,832.705966,0.467846733,1,0,2,1,3,1
73,85,86,Campaea perlata,152.85,147,156,182,156,236.5,244.4,232.7,247,0.218226904,163,-0.406710132,0.032040232,14,9,80.5,14.3,Campaea perlata.1985.163,-0.574650836,0.856948658,0.018309894,-0.105327572,L,M,B,NA,NA,1980,152,244,12/31/1984,6/1/1985,1985,9/1/1985,2.15960911,-0.615307914,-0.580261735,1.443317626,1.189030497,0.486475476,92,Summer,553.3092639,1390.663774,1943.973038,127.4221855,10389.82058,991.4237525,0.453581264,5,0,0,3,5,3
74,86,87,Campaea perlata,155,NA,NA,234,179,243,249,234,249,0.280664801,163,-0.406710132,-0.319891716,15,249,64,15,Campaea perlata.1986.163,-0.479132304,0.323270428,-0.347675279,-0.463159334,L,M,B,NA,NA,1980,155,249,12/31/1985,6/4/1986,1986,9/6/1986,-0.091872197,0.020049359,-0.580261735,2.138136325,-0.46222606,1.36394547,94,Summer,509.2708044,1486.045355,1995.316159,129.7696037,9787.155102,917.895448,0.420272983,1,1,0,4,1,5
75,88,89,Carterocephalus palaemon,141,NA,NA,146,141,151,157.35,151,159,-1.654910004,181,-0.639007591,-0.789134314,12,249,10,8,Carterocephalus palaemon.1955.181,-1.290088758,1.49065065,-1.830147673,-0.945692276,L,U,D,NA,NA,1950,141,157,12/31/1954,5/21/1955,1955,6/6/1955,2.15960911,-0.615307914,-0.580261735,-0.641138474,1.189030497,-0.829729516,16,Summer,283.6581525,179.4519193,463.1100718,109.8399221,11105.43964,620.0591155,0.375357063,5,0,0,0,5,0
76,89,90,Carterocephalus palaemon,151.8,147,155,166,147,166,167,166,166.4,-0.156400477,185,-0.174412673,-0.671823664,13,8,19,0.4,Carterocephalus palaemon.1979.185,-0.845972843,0.689682053,0.694119873,0.346522554,L,U,D,NA,NA,1970,151,167,12/31/1978,5/31/1979,1979,6/16/1979,0.47099813,-0.615307914,-0.580261735,-0.641138474,-0.049411921,-0.829729516,16,Summer,340.731303,205.4690207,546.2003237,120.7543044,10200.93184,1127.197455,0.495641116,2,0,0,0,2,0
77,90,91,Catocala amatrix,222,219,234,242,219,249,249,234,249,-0.406152065,162,-0.639007591,-0.789134314,5,15,30,15,Catocala amatrix.1975.162,-0.439427457,0.52646904,-0.108670857,0.996630893,E,U,N,Catocala amatrix,"Noctua amatrix H<fc>bner, [1813]",1970,222,249,12/31/1974,8/10/1975,1975,9/6/1975,-0.654742524,0.655406632,-0.580261735,-0.641138474,-0.875040199,0.047740478,27,Fall,1021.306357,444.8464478,1466.152805,130.7453712,10016.62069,965.9126662,0.556155563,0,2,0,0,0,2
78,91,92,Catocala amatrix,222,NA,NA,245,222,248,250.6,247.6,251,-0.531027859,162,-0.406710132,-0.319891716,9,249,26,3.4,Catocala amatrix.1973.162,-0.223190061,0.426776778,-0.899329736,-0.860482829,E,U,N,Catocala amatrix,"Noctua amatrix H<fc>bner, [1813]",1970,222,250,12/31/1972,8/10/1973,1973,9/7/1973,-0.654742524,-0.615307914,0.02640554,-0.641138474,-0.46222606,-0.829729516,28,Fall,1015.899335,504.8208448,1520.720179,136.059519,9904.041459,807.0652288,0.383288668,0,0,1,0,1,0
79,92,93,Catocala amatrix,214,NA,NA,235,214,247,247.75,237.25,248,-1.53003421,166,-0.639007591,-0.671823664,6,249,33,10.75,Catocala amatrix.1957.166,0.383745154,-0.372294652,-0.484145106,0.71478586,E,U,N,Catocala amatrix,"Noctua amatrix H<fc>bner, [1813]",1950,214,247,12/31/1956,8/2/1957,1957,9/4/1957,1.033868457,-0.615307914,-0.580261735,-0.641138474,0.363402218,-0.829729516,33,Fall,1010.900415,504.6461462,1515.546561,150.9752713,9001.676067,890.4779576,0.529920403,3,0,0,0,3,0
80,93,94,Catocala amatrix,215,212,225.5,249,212,249,254.5,250,256,-0.343714168,162,-0.406710132,-0.319891716,11,13.5,37,6,Catocala amatrix.1976.162,-0.564083604,1.008076766,-1.207315258,0.652209178,E,U,N,Catocala amatrix,"Noctua amatrix H<fc>bner, [1813]",1970,215,254,12/31/1975,8/2/1976,1976,9/10/1976,-0.091872197,-0.615307914,-0.580261735,0.748498926,-0.46222606,0.047740478,39,Fall,983.5232284,576.1142218,1559.63745,127.6818808,10560.48464,745.1893527,0.524095538,1,0,0,2,1,2
81,94,95,Catocala amatrix,229.5,218,241,247,218,247,265,250,266,-0.593465756,162,-0.406710132,-0.319891716,11,23,29,16,Catocala amatrix.1972.162,-0.985187042,0.791456363,-0.549201933,-0.247137247,E,U,N,Catocala amatrix,"Noctua amatrix H<fc>bner, [1813]",1970,229,265,12/31/1971,8/16/1972,1972,9/21/1972,-0.654742524,5.738264817,-0.580261735,-0.641138474,-0.875040199,3.557620457,36,Fall,886.2324137,544.450504,1430.682918,117.3330422,10315.86226,877.4077063,0.440381104,0,10,0,0,0,10
82,95,96,Catocala amatrix,226.5,222,232,239,232,239.5,241.65,239,243,1.466984843,162,-0.639007591,-0.437202366,10,10,7.5,4,Catocala amatrix.2005.162,-0.211397036,1.454409785,-1.256021174,0.606702113,E,U,N,Catocala amatrix,"Noctua amatrix H<fc>bner, [1813]",2000,226,241,12/31/2004,8/14/2005,2005,8/29/2005,-0.091872197,-0.615307914,-0.580261735,-0.641138474,-0.46222606,-0.829729516,15,Fall,1091.883137,258.5217709,1350.404908,136.3493388,11064.51401,735.4040835,0.519859575,1,0,0,0,1,0
83,96,97,Catocala amica,204.5,202,208.5,241,202,241,256.5,243.5,258,1.342109049,166,-0.639007591,-0.202581067,11,6.5,39,14.5,Catocala amica.2003.166,-0.147997909,-0.000103487,1.524603997,-1.991274966,E,U,N,Catocala amica,"Catocala amica var. nerissa H.Edwards, 1880",2000,204,256,12/31/2002,7/23/2003,2003,9/13/2003,-0.654742524,-0.615307914,0.02640554,-0.641138474,-0.46222606,-0.829729516,52,Fall,888.2210218,889.4849273,1777.705949,137.9074057,9421.979452,1294.045989,0.278030426,0,0,1,0,1,0
84,97,98,Catocala amica,188.25,188,189.25,198.5,188.5,207,207,188,207,-2.029537385,161,-0.639007591,-0.789134314,6,1.25,18.5,19,Catocala amica.1949.161,-0.218851086,0.818301154,-1.395482346,-0.046706107,E,U,N,Catocala amica,"Catocala amica var. nerissa H.Edwards, 1880",1940,188,207,12/31/1948,7/7/1949,1949,7/26/1949,-0.091872197,-0.615307914,-0.580261735,-0.641138474,-0.46222606,-0.829729516,19,Fall,849.8665588,354.0760563,1203.942615,136.1661516,10346.17721,707.3856165,0.459037963,1,0,0,0,1,0
85,98,99,Catocala amica,183.95,179,188,190,179,190,224.3,200,232,-0.281276271,162,-0.639007591,-0.319891716,12,9,11,32,Catocala amica.1977.162,-0.431549656,1.825499648,-0.933579761,0.249763182,E,U,N,Catocala amica,"Catocala amica var. nerissa H.Edwards, 1880",1970,183,224,12/31/1976,7/2/1977,1977,8/12/1977,1.033868457,0.655406632,0.633072815,0.748498926,1.189030497,0.925210473,41,Fall,806.848939,742.8576305,1549.70657,130.9389723,11483.57373,800.1842226,0.486634402,3,2,2,2,5,4
86,99,100,Catocala amica,176,173,176,206,176,206,236,211,236,0.155789007,106,-0.639007591,0.149350881,21,3,30,25,Catocala amica.1984.106,1.609141902,-1.805294205,2.007602512,0.402867851,E,U,N,Catocala amica,"Catocala amica var. nerissa H.Edwards, 1880",1980,176,236,12/31/1983,6/24/1984,1984,8/23/1984,-0.654742524,1.926121178,-0.580261735,2.138136325,-0.875040199,2.680150462,60,Fall,862.913128,1086.624353,1949.537481,181.0900412,7383.436253,1391.082876,0.500885941,0,4,0,4,0,8
87,100,101,Catocala amica,147,NA,NA,148,147,154,155,154,160,0.155789007,60,-0.639007591,-0.554513015,41,249,7,6,Catocala amica.1984.60,4.381690053,-4.682121773,0.942446907,2.114320533,E,U,N,Catocala amica,"Catocala amica var. nerissa H.Edwards, 1880",1980,147,155,12/31/1983,5/26/1984,1984,6/3/1984,-0.654742524,1.290763905,-0.580261735,2.138136325,-0.875040199,2.241415465,8,Fall,1028.332744,165.7678305,1194.100575,249.226871,4134.728394,1177.087634,0.660194177,0,3,0,4,0,7
88,101,102,Catocala amica,187,186,187.3,198,191,198,206.9,202,221,-0.031524684,166,-0.639007591,0.26666153,23,1.3,7,19,Catocala amica.1981.166,0.035707215,-0.087202397,-0.12108528,0.768385787,E,U,N,Catocala amica,"Catocala amica var. nerissa H.Edwards, 1880",1980,187,206,12/31/1980,7/6/1981,1981,7/25/1981,-0.654742524,-0.615307914,0.02640554,-0.641138474,-0.46222606,-0.829729516,19,Fall,807.9085952,368.0537073,1175.962302,142.4220558,9323.621484,963.4185448,0.534909679,0,0,1,0,1,0
89,102,103,Catocala amica,199,NA,NA,199,NA,NA,220,206.8,220,0.467978492,162,-0.639007591,-0.789134314,9,249,336,13.2,Catocala amica.1989.162,-0.709435698,0.97692351,-1.155205443,0.892956654,E,U,N,Catocala amica,"Catocala amica var. nerissa H.Edwards, 1880",1980,199,220,12/31/1988,7/18/1989,1989,8/8/1989,-0.091872197,-0.615307914,-0.580261735,0.053680226,-0.46222606,-0.390994519,21,Fall,906.4384364,374.5819772,1281.020414,124.1097766,10525.30428,755.6584827,0.546505188,1,0,0,1,1,1
90,103,104,Catocala amica,203.5,203,205,207,203,212.5,229.25,207,233,-0.968093138,162,-0.639007591,-0.671823664,6,2,9.5,26,Catocala amica.1966.162,-0.598533674,0.890021283,-1.149994516,-0.050810781,E,U,N,Catocala amica,"Catocala amica var. nerissa H.Edwards, 1880",1960,203,229,12/31/1965,7/22/1966,1966,8/17/1966,-0.654742524,0.020049359,-0.580261735,-0.641138474,-0.875040199,-0.390994519,26,Fall,932.2733491,424.6030914,1356.876441,126.8352522,10427.16842,756.7053848,0.458655885,0,1,0,0,0,1
91,104,105,Catocala amica,206.95,205,208,211,209.5,216,233.35,219.7,234,-0.156400477,166,-0.639007591,-0.085270418,14,3,6.5,14.3,Catocala amica.1979.166,0.001483224,-0.175810744,1.454394287,0.390024111,E,U,N,Catocala amica,"Catocala amica var. nerissa H.Edwards, 1880",1970,206,233,12/31/1978,7/25/1979,1979,8/21/1979,-0.654742524,3.196835724,-0.580261735,2.832955025,-0.875040199,3.996355454,27,Fall,874.5723611,465.8416992,1340.41406,141.5809832,9223.558958,1279.940497,0.499690399,0,6,0,5,0,11
92,105,106,Catocala amica,146,141,146,146,NA,NA,189,170,218,-0.09396258,166,-0.639007591,-0.319891716,21,5,336,48,Catocala amica.1980.166,0.048961975,0.349258724,-0.578978893,2.105049215,E,U,N,Catocala amica,"Catocala amica var. nerissa H.Edwards, 1880",1980,146,189,12/31/1979,5/25/1980,1980,7/7/1980,-0.654742524,-0.615307914,-0.580261735,1.443317626,-0.875040199,0.486475476,43,Fall,392.1709184,584.4844188,976.6553372,142.7477985,9816.50284,871.4253618,0.659331169,0,0,0,3,0,3
93,106,107,Catocala andromedae,196,NA,NA,198,196,196,221,202.2,234,-1.280282622,166,-0.406710132,-0.554513015,29,249,0,31.8,Catocala andromedae.1961.166,-0.027394477,0.148153041,0.191986782,-1.747700861,E,U,N,Catocala andromedae,"Hypogramma andromedae Guen<e9>e, 1852",1960,196,221,12/31/1960,7/15/1961,1961,8/9/1961,-0.654742524,0.020049359,-0.580261735,-0.641138474,-0.875040199,-0.390994519,25,Summer,795.3451242,455.0107652,1250.355889,140.8712985,9589.40073,1026.316333,0.300703189,0,1,0,0,0,1
94,107,108,Catocala andromedae,189.1,184,201,210,184,224,236,207.3,236,-1.405158416,166,-0.639007591,-0.671823664,7,17,40,28.7,Catocala andromedae.1959.166,0.297219809,-0.055930392,0.352482775,-0.751524224,E,U,N,Catocala andromedae,"Hypogramma andromedae Guen<e9>e, 1852",1950,189,236,12/31/1958,7/8/1959,1959,8/24/1959,2.15960911,1.290763905,-0.580261735,0.053680226,1.189030497,0.925210473,47,Summer,826.5462662,842.8102028,1669.356469,148.8488654,9358.935942,1058.560804,0.393430931,5,3,0,1,5,4
